IRN,County,Attendance 2012-13,Attendance 2010-11,Other Elem-Sec,Attendance 2011-12,District Class 2 Effective Millage Incl JVS FY14,District Percent Of Students In Poverty FY13,District Local Revenue As % Of Total FY13,Performance Index Score 2012-13,District Average Income TY11,Adult Ed,District Median Income TY11,County Mortality Rate,County Mortality Category
047241,Greene,95.2,95.7,145.04521213224746,95.7,34.03,0.1356,0.6625,105.779,77039.0,0.0,49051.0,18.27,med
047258,Greene,95.3,95.4,387.4065979766508,94.8,25.84,0.1986,0.4162,105.012,50483.0,0.0,33170.0,18.27,med
047266,Greene,94.4,94.9,273.53263691204523,94.7,25.96,0.3143,0.4012,99.190,50697.0,0.0,35819.0,18.27,med
047274,Greene,96.0,96.0,304.3423994224463,96.1,36.43,0.1648,0.5679,108.019,91719.0,0.0,50851.0,18.27,med
047308,Guernsey,94.4,94.6,182.10928237052198,94.3,27.04,0.5709,0.2807,94.022,39943.0,0.0,26150.0,17.58,med
047332,Hamilton,96.0,95.8,202.85175285917353,96.0,67.3,0.44,0.5213,98.546,53794.0,0.0,37342.0,24.93,high
047340,Hamilton,96.9,96.3,232.0508109792417,96.9,48.7,0.1336,0.5236,107.463,98571.0,0.0873954355135066,50548.0,24.93,high
047365,Hamilton,94.5,94.7,178.89097884552982,95.0,40.8,0.499,0.4536,96.105,52865.0,0.0,35013.0,24.93,high
047373,Hamilton,94.8,94.6,142.3886418227179,95.2,25.09,0.1465,0.3176,101.561,59859.0,5.537165246674937,38123.0,24.93,high
047381,Hamilton,95.0,95.2,186.7370818031071,95.4,25.93,0.3288,0.4149,100.818,48622.0,0.0,33531.0,24.93,high
047399,Hamilton,95.0,94.6,138.3757833284533,95.1,38.93,0.3984,0.5121,102.369,69750.0,0.0,43247.0,24.93,high
047415,Hancock,96.5,96.4,793.9141394646543,96.4,28.76,0.3481,0.4464,100.697,52624.0,0.0,34064.0,10.04,low
047423,Hancock,96.3,96.4,386.6911240493437,96.3,20.05,0.2651,0.366,99.533,50822.0,0.0,36732.0,10.04,low
047431,Hancock,95.6,95.5,324.49507575507903,95.8,26.94,0.4032,0.426,97.528,48544.0,0.0,34868.0,10.04,low
047449,Hancock,96.9,96.6,263.07522124322094,96.7,29.69,0.2241,0.4213,103.763,74252.0,0.0,38817.0,10.04,low
047456,Hancock,95.7,95.9,363.2191016451558,96.0,28.46,0.4157,0.3464,97.525,44145.0,0.0,32923.0,10.04,low
047464,Hancock,96.8,96.8,279.1234514334366,96.7,32.72,0.1711,0.531,104.149,70644.0,0.0,43215.0,10.04,low
047472,Hancock,96.3,95.6,519.8300161741465,96.0,29.18,0.3182,0.3951,94.360,56698.0,0.0,37054.0,10.04,low
047498,Hardin,95.3,95.0,171.4425956255049,95.6,23.4,0.4327,0.3881,91.890,46633.0,0.0,34330.0,15.28,med
047506,Hardin,94.8,94.9,329.84442906495224,94.7,22.0,0.3917,0.365,93.766,43680.0,0.0,32306.0,15.28,med
047514,Hardin,95.6,95.4,332.39241863760446,95.4,23.5,0.42,0.3009,98.496,47030.0,0.0,32882.0,15.28,med
047522,Hardin,93.9,94.5,336.38174548591275,93.7,25.74,0.5266,0.2769,91.764,39037.0,0.0,29247.0,15.28,med
047548,Harrison,93.9,94.8,339.75276329135926,94.5,33.5,0.6044,0.3622,92.061,44223.0,0.0,32340.0,11.95,low
047571,Henry,96.4,96.2,402.340259327255,96.2,24.82,0.2425,0.3193,99.183,45600.0,0.0,34732.0,8.79,low
047589,Henry,96.3,96.1,398.06256432941143,96.2,35.5,0.3727,0.3525,103.536,49513.0,0.0,35878.0,8.79,low
047597,Henry,96.4,96.1,401.89341677647445,95.5,38.05,0.4131,0.4128,100.930,44873.0,0.0,33129.0,8.79,low
047613,Highland,94.3,94.2,126.58489594563841,94.3,24.38,0.5498,0.1811,92.720,37362.0,0.0,27595.0,21.95,med
047621,Highland,95.6,95.4,137.4018684165299,95.8,23.18,0.4417,0.1645,101.071,40989.0,0.0,30576.0,21.95,med
047639,Highland,94.5,94.8,167.8776133825352,94.7,25.23,0.4257,0.1524,101.559,41508.0,0.0,31600.0,21.95,med
047688,Holmes,95.7,96.2,189.24596794768195,96.1,24.19,0.3534,0.4321,102.846,42386.0,0.0,26675.0,6.71,low
047696,Holmes,95.1,95.2,169.67986263267164,95.3,29.58,0.4187,0.352,98.302,42776.0,0.0,28506.0,6.71,low
047712,Huron,95.7,95.8,271.92771487318413,95.8,29.6,0.2748,0.4637,97.397,50129.0,0.0,34886.0,16.35,med
047720,Huron,94.7,95.4,482.5358436112437,95.3,24.81,0.367,0.2972,97.985,41791.0,0.0,30769.0,16.35,med
047738,Huron,94.9,94.9,146.5774044909823,95.0,23.39,0.4656,0.2583,100.320,39267.0,0.0,30977.0,16.35,med
047746,Huron,95.5,95.2,299.2259305322029,95.6,25.22,0.4174,0.3314,100.139,45339.0,0.0,32531.0,16.35,med
047761,Jackson,93.9,94.0,224.87246335211256,94.1,22.16,0.5595,0.1569,97.021,38904.0,0.0,27886.0,25.51,high
047787,Jefferson,94.0,93.8,164.3159270617972,93.8,22.75,0.6182,0.3021,94.575,42189.0,0.0,28804.0,25.32,high
047795,Jefferson,94.1,94.1,161.5220126654761,94.0,23.49,0.6084,0.3717,96.739,52080.0,0.0,33144.0,25.32,high
047803,Jefferson,93.7,93.7,128.52679023987548,93.8,28.04,0.519,0.3286,94.667,47477.0,0.21351619374609931,29746.0,25.32,high
047829,Knox,95.2,94.6,245.79725454486234,96.0,25.21,0.2158,0.3408,101.581,51464.0,0.0,38675.0,12.62,med
047837,Knox,95.3,95.2,220.39966302664632,95.0,24.51,0.5368,0.3028,91.668,38993.0,0.0,28812.0,12.62,med
047845,Knox,94.3,94.0,178.20096680271536,94.1,24.27,0.4161,0.3733,99.566,49953.0,0.0,33575.0,12.62,med
047852,Knox,94.6,95.1,193.47937085713613,95.1,31.05,0.3356,0.3045,100.894,44749.0,0.0,32648.0,12.62,med
047878,Lake,96.2,96.3,422.85861668789744,96.5,41.0,0.0214,0.7524,105.665,113858.0,0.0,45264.0,15.73,med
047886,Lake,95.7,95.6,166.41327872058235,95.8,27.87,0.3975,0.3447,98.075,46723.0,0.0,32032.0,15.73,med
047894,Lake,96.1,95.1,87.62286373071596,95.3,28.42,0.2379,0.5717,101.402,65274.0,0.0,41772.0,15.73,med
047902,Lake,95.5,95.8,460.1679018084029,95.9,34.97,0.2407,0.524,102.815,55845.0,0.0,38536.0,15.73,med
047928,Lawrence,94.5,94.4,453.74325189618133,94.4,22.12,0.5969,0.1025,94.896,41492.0,0.0,27973.0,18.64,med
047936,Lawrence,95.1,94.9,165.194973855645,95.3,22.07,0.4432,0.2244,104.683,52130.0,0.0,33247.0,18.64,med
047944,Lawrence,93.9,94.0,161.48163916588533,93.8,23.33,0.6563,0.1138,95.137,40098.0,0.0,26649.0,18.64,med
047951,Lawrence,94.7,94.8,150.77593677916943,94.4,22.47,0.6903,0.178,95.753,41163.0,0.0,27144.0,18.64,med
047969,Lawrence,94.5,94.5,244.68995679034106,94.4,23.48,0.6513,0.1192,100.613,40758.0,0.0,29670.0,18.64,med
047985,Licking,94.8,95.0,199.74068331828292,94.8,31.98,0.2536,0.5407,102.973,55027.0,0.0,38331.0,12.90,med
047993,Licking,94.6,95.4,130.80675946160153,95.3,38.2,0.5047,0.526,96.410,51561.0,0.0,32662.0,12.90,med
048009,Licking,94.7,95.1,83.3785320048318,95.1,35.62,0.3825,0.4284,98.541,54765.0,0.0,43609.0,12.90,med
048017,Licking,94.6,94.9,170.20519522525112,95.1,24.63,0.407,0.3153,98.787,45066.0,0.0,31809.0,12.90,med
048025,Licking,94.1,94.6,131.29154907333333,94.2,22.06,0.3177,0.3439,97.703,44904.0,0.0,32553.0,12.90,med
048033,Licking,95.2,94.9,184.87280941884296,95.0,30.86,0.2328,0.4729,98.867,54981.0,0.0,38998.0,12.90,med
048041,Licking,94.6,94.6,155.89755870595081,94.9,30.26,0.2992,0.5167,100.242,58036.0,0.0,43345.0,12.90,med
048074,Logan,95.9,95.8,228.6231320018443,95.9,26.86,0.2796,0.381,100.363,49091.0,0.0,35095.0,12.58,med
048082,Logan,95.5,95.6,213.17256526187805,95.5,27.7,0.497,0.4906,98.508,45567.0,0.0,29809.0,12.58,med
048090,Logan,94.7,95.0,243.3763894026079,94.9,23.02,0.4777,0.3177,95.665,41727.0,0.0,31143.0,12.58,med
048116,Lorain,95.9,96.2,185.3907961758594,96.3,35.65,0.1063,0.673,106.752,86567.0,0.0,57901.0,17.43,med
048124,Lorain,95.8,96.0,278.57446867047366,96.0,44.01,0.0819,0.6717,108.946,88795.0,2.8553461962347195,51343.0,17.43,med
048132,Lorain,94.1,95.2,182.30360473228535,95.2,37.54,0.6505,0.1656,95.207,32692.0,0.0,22985.0,17.43,med
048140,Lorain,94.9,96.4,310.9767303811805,96.4,34.59,0.2947,0.5165,102.113,57550.0,0.0,36533.0,17.43,med
048157,Lorain,95.0,95.1,253.17472349801108,95.2,31.59,0.265,0.4067,103.133,53100.0,0.0,36338.0,17.43,med
048165,Lorain,95.1,95.4,192.90894398713547,95.2,23.66,0.2807,0.3462,100.008,53456.0,0.0,37238.0,17.43,med
048173,Lorain,95.1,95.6,196.3706413419384,95.5,26.4,0.3576,0.36,98.961,49797.0,0.0,34649.0,17.43,med
048207,Lucas,96.1,96.3,95.5760661254707,96.4,30.38,0.1532,0.5946,107.462,82044.0,0.0,49365.0,22.77,med
048215,Lucas,96.2,96.4,562.6115210141664,96.4,93.78,0.0,0.7075,110.026,274594.0,0.0,67405.0,22.77,med
048223,Lucas,94.3,94.7,160.43308372199257,94.4,41.48,0.4478,0.6171,99.903,62415.0,33.0514982827796,34947.0,22.77,med
048231,Lucas,95.4,95.0,146.1051068614768,95.1,51.06,0.5656,0.4364,97.549,39982.0,0.0,28583.0,22.77,med
048256,Madison,95.0,95.1,475.0285111085063,95.3,32.11,0.3798,0.4119,94.775,52441.0,0.0,32719.0,14.99,med
048264,Madison,95.4,95.6,109.91484765312025,96.0,22.16,0.2643,0.4196,103.241,58418.0,0.0,37453.0,14.99,med
048272,Madison,94.6,95.0,251.28810287957452,94.6,43.56,0.4538,0.4558,92.926,51292.0,0.0,35344.0,14.99,med
048298,Mahoning,93.9,95.2,96.61998620617605,94.6,35.44,0.4729,0.3465,97.685,42743.0,0.0,30311.0,19.91,med
048306,Mahoning,95.1,95.5,196.8808138924921,95.2,39.8,0.42,0.5995,103.362,49488.0,1.9916489254880607,30620.0,19.91,med
048314,Mahoning,95.6,95.7,243.3267376053036,95.7,31.64,0.1428,0.5763,107.777,86334.0,0.0,44049.0,19.91,med
048322,Mahoning,94.3,95.0,417.4445316839763,94.7,29.5,0.467,0.4817,98.290,48729.0,0.0,32050.0,19.91,med
048330,Mahoning,94.2,94.3,293.28251473624385,95.1,33.52,0.4261,0.1637,100.953,44167.0,0.0,30414.0,19.91,med
048348,Mahoning,95.8,95.8,94.96655505854773,95.6,40.95,0.0095,0.5332,105.145,71422.0,53.56347328202348,39588.0,19.91,med
048355,Mahoning,94.9,95.0,294.73521755848225,95.2,37.22,0.6149,0.2158,95.781,35400.0,0.0,24374.0,19.91,med
048363,Mahoning,95.6,95.8,233.17088722174447,95.5,32.32,0.2611,0.418,105.930,59585.0,0.0,36365.0,19.91,med
048371,Mahoning,95.6,95.2,231.24467156800324,95.6,22.0,0.3487,0.4258,103.401,49961.0,0.0,32276.0,19.91,med
048389,Mahoning,95.1,95.5,197.8275913716796,95.4,22.3,0.3626,0.2077,100.374,49373.0,0.0,31312.0,19.91,med
048397,Mahoning,95.5,95.6,421.59559371703006,95.5,31.8,0.2798,0.3692,102.350,66515.0,0.0,36997.0,19.91,med
048413,Marion,94.7,94.6,237.034066637762,94.5,36.56,0.5147,0.3187,93.558,44363.0,0.0,32650.0,21.70,med
048421,Marion,95.8,96.2,301.9044341512819,97.7,30.87,0.2707,0.3368,101.910,59467.0,0.0,34966.0,21.70,med
048439,Marion,93.7,94.9,262.8064228731722,94.2,28.57,0.4875,0.3337,92.033,47379.0,0.0,35066.0,21.70,med
048447,Marion,95.4,95.5,135.09164287786245,95.2,28.31,0.3361,0.3269,97.737,50701.0,0.0,34026.0,21.70,med
048462,Medina,95.3,95.5,244.27554520619293,95.0,23.36,0.4464,0.2639,98.464,45404.0,0.0,33694.0,8.13,low
048470,Medina,95.8,95.9,247.33071299769253,95.9,33.89,0.2701,0.4842,102.060,58174.0,0.0,41561.0,8.13,low
048488,Medina,95.2,95.5,221.08415319868428,95.4,29.01,0.3514,0.498,100.281,50367.0,0.0,34334.0,8.13,low
048496,Medina,96.4,96.6,265.5500382707814,96.7,31.39,0.1059,0.657,106.395,90259.0,0.0,51819.0,8.13,low
048512,Meigs,94.5,94.6,228.32768653718048,94.5,20.0,0.4479,0.1424,94.837,42876.0,0.0,30590.0,17.72,med
048520,Meigs,94.3,93.7,125.30314118794779,93.9,20.0,0.6543,0.1129,92.938,37445.0,0.0,26250.0,17.72,med
048538,Meigs,95.5,95.0,170.74818862281998,95.4,23.27,0.6455,0.2105,96.789,41217.0,0.0,28578.0,17.72,med
048553,Mercer,97.3,97.6,423.84446023924806,97.5,31.1,0.0561,0.2992,109.299,50308.0,0.0,38989.0,9.40,low
048579,Mercer,95.9,95.9,353.6109398029425,96.0,31.26,0.3526,0.3095,103.756,41626.0,0.0,31225.0,9.40,low
048587,Mercer,97.4,97.5,382.48420919748094,97.6,28.87,0.0965,0.2797,107.624,56411.0,0.41913406490201016,37638.0,9.40,low
048595,Mercer,96.7,97.1,281.4612257345217,97.0,20.73,0.1633,0.3194,104.903,62637.0,0.0,34905.0,9.40,low
048611,Miami,95.9,95.7,239.28836663877652,96.1,28.02,0.1448,0.4728,100.612,60296.0,0.0,40494.0,14.71,med
048629,Miami,96.3,95.9,300.6109395849018,96.3,23.85,0.229,0.4821,103.075,53689.0,0.0,37793.0,14.71,med
048637,Miami,96.3,96.6,374.0278779707562,96.5,23.69,0.2452,0.4091,106.007,49199.0,0.0,35932.0,14.71,med
048652,Monroe,93.9,94.2,139.92255583593254,94.0,34.49,0.5993,0.35,87.961,51551.0,0.0,31259.0,10.35,low
048678,Montgomery,96.3,96.2,290.36218143384906,96.6,36.25,0.3214,0.3899,104.059,49958.0,-0.008549139837127285,33764.0,35.30,high
048686,Montgomery,92.8,93.6,212.50339270738067,93.2,49.69,0.9657,0.3222,81.236,38420.0,0.0,27930.0,35.30,high
048694,Montgomery,93.5,93.4,123.22655101013574,93.3,46.26,0.8436,0.2005,78.249,33858.0,0.0,23890.0,35.30,high
048702,Montgomery,94.1,94.5,125.8176130241934,94.5,49.78,0.5966,0.2187,94.183,38537.0,0.009939853719242091,25256.0,35.30,high
048710,Montgomery,94.5,95.3,253.74636286374084,94.9,30.33,0.5179,0.2972,97.272,40104.0,0.0,28551.0,35.30,high
048728,Montgomery,95.7,96.0,51.29140680795614,95.9,49.22,0.3343,0.4523,101.164,52291.0,0.0,35806.0,35.30,high
048736,Montgomery,93.0,94.1,225.99082091397003,93.8,57.0,0.8687,0.3141,85.179,30374.0,0.0,21418.0,35.30,high
048744,Montgomery,94.5,95.2,262.9305184551409,94.6,24.17,0.2507,0.3967,102.318,53545.0,0.0,36360.0,35.30,high
048751,Montgomery,94.2,94.7,113.95650736563972,94.8,45.41,0.4871,0.3852,94.659,47338.0,0.0,32886.0,35.30,high
048777,Morgan,94.6,94.1,95.23608984045633,94.5,24.93,0.5928,0.1764,97.171,37230.0,0.0,26523.0,15.01,med
048793,Morrow,94.9,94.7,148.32273357204062,95.0,24.65,0.5177,0.1824,96.013,41320.0,0.0,31565.0,15.44,med
048801,Morrow,95.7,94.9,175.88757437684,95.5,22.56,0.4694,0.281,100.500,45462.0,0.0,32760.0,15.44,med
048819,Morrow,94.8,94.9,166.00766148783765,94.7,23.33,0.4755,0.3471,96.108,45521.0,0.0,33021.0,15.44,med
048835,Muskingum,95.2,95.2,143.96940422233305,95.5,23.79,0.3373,0.316,102.739,53151.0,0.0,33818.0,10.10,low
048843,Muskingum,94.8,94.5,178.0011426697087,94.5,23.44,0.5701,0.2814,98.418,40867.0,0.0,28746.0,10.10,low
048850,Muskingum,94.2,94.6,177.263962357725,94.6,21.99,0.6014,0.1528,97.272,38147.0,0.0,26246.0,10.10,low
048876,Muskingum,95.0,95.0,0.0,95.2,22.26,0.4145,0.2554,101.692,45582.0,0.0,30520.0,10.10,low
048884,Muskingum,94.2,94.9,119.73029434010171,94.8,21.99,0.4927,0.3483,98.941,55377.0,0.0,29820.0,10.10,low
048900,Noble,94.9,95.1,180.75720871253552,94.7,28.3,0.42,0.3137,93.227,46628.0,8.774354583957317,32595.0,8.69,low
048926,Ottawa,95.9,96.2,347.33505748182574,96.2,27.85,0.3547,0.431,103.587,49416.0,0.0,35371.0,9.96,low
048934,Ottawa,95.3,95.4,600.9926073357545,95.0,23.27,0.4643,0.7532,99.835,49592.0,0.0,31712.0,9.96,low
048942,Ottawa,96.5,96.2,303.81126611855956,96.4,33.98,0.3697,0.3111,100.269,52038.0,1.2663668037550135,36905.0,9.96,low
048991,Paulding,95.7,96.0,369.931987184991,95.8,34.23,0.3529,0.3272,102.366,43263.0,6.730237022217522,31913.0,8.92,low
049031,Paulding,96.0,95.9,544.6191850726988,95.7,24.09,0.4766,0.3659,98.224,46693.0,0.0,31610.0,8.92,low
049056,Perry,95.4,94.7,82.36041897514271,95.0,22.01,0.431,0.2849,100.857,47687.0,0.0,34317.0,11.12,low
049064,Perry,93.8,93.7,154.8598519196743,94.5,28.43,0.6476,0.0959,97.017,35547.0,0.0,28157.0,11.12,low
049080,Pickaway,94.7,94.9,203.89136933039245,95.1,31.84,0.4023,0.4316,99.392,48784.0,0.0,34768.0,14.43,med
049098,Pickaway,94.9,94.8,202.32897946711552,95.2,22.6,0.3331,0.3566,101.944,51019.0,0.0,38397.0,14.43,med
049106,Pickaway,94.9,95.0,186.50075414967299,95.1,25.28,0.4684,0.3591,94.325,50252.0,0.0,35886.0,14.43,med
049122,Pike,94.2,94.0,122.90515416602446,94.3,23.79,0.9388,0.109,95.843,39550.0,0.0,27156.0,27.26,high
049130,Pike,93.7,93.5,233.7637110682941,95.5,23.21,0.625,0.1344,90.662,38960.0,0.0,25985.0,27.26,high
049148,Pike,93.4,93.6,195.00641553434173,93.9,31.11,0.7837,0.1801,96.393,44372.0,0.0,29481.0,27.26,high
049155,Pike,92.4,93.5,187.81529387165665,92.9,23.61,0.9209,0.0883,85.109,33844.0,0.0,22252.0,27.26,high
049171,Portage,96.4,96.4,279.8145922147409,96.4,44.8,0.1011,0.6356,109.095,98894.0,0.0,49723.0,13.67,med
049189,Portage,94.9,95.0,184.62422622906544,95.1,28.58,0.2936,0.3003,100.486,48834.0,0.0,34001.0,13.67,med
049197,Portage,94.9,95.4,139.48449401482398,95.3,31.36,0.2916,0.4206,100.479,49998.0,0.0,35107.0,13.67,med
049205,Portage,94.7,94.7,284.72739107355653,94.9,33.8,0.38,0.3138,101.824,45656.0,0.0,34114.0,13.67,med
049213,Portage,95.0,95.2,230.16829736811948,95.1,43.15,0.2668,0.4538,102.142,51985.0,0.0,37830.0,13.67,med
049221,Portage,93.3,94.6,221.19269292973433,94.5,32.41,0.4613,0.2844,94.470,46103.0,0.0,33735.0,13.67,med
049239,Portage,95.6,95.6,214.44812658799108,95.7,38.38,0.3722,0.5725,98.461,49542.0,0.0,36786.0,13.67,med
049247,Portage,94.5,94.8,207.20487661675625,95.1,27.49,0.3599,0.2694,97.954,47503.0,0.0,34198.0,13.67,med
049270,Preble,95.5,95.1,135.10981625381916,95.3,23.8,0.4785,0.3831,98.212,40277.0,0.0,29434.0,19.71,med
049288,Preble,94.3,94.1,200.20775021689977,94.6,22.52,0.5386,0.3818,97.600,43153.0,0.0,32469.0,19.71,med
049296,Preble,94.9,94.8,254.18752434707864,95.0,30.34,0.4353,0.3395,101.117,45207.0,0.0,32491.0,19.71,med
049312,Putnam,96.5,96.3,352.5256033621716,96.3,22.45,0.2767,0.3363,103.428,45178.0,0.0,33650.0,6.65,low
049320,Putnam,96.4,95.8,254.30126549846062,96.0,24.31,0.3325,0.2625,102.999,42148.0,0.0,31080.0,6.65,low
049338,Putnam,97.1,97.3,328.8204569468801,97.0,31.34,0.1762,0.2919,103.390,52254.0,0.0,39525.0,6.65,low
049346,Putnam,97.0,96.7,325.2481079754683,96.7,23.52,0.1229,0.4498,106.156,91154.0,0.0,41078.0,6.65,low
049353,Putnam,95.1,94.6,368.2777659502523,95.1,25.4,0.5531,0.275,97.057,40526.0,0.0,30425.0,6.65,low
049361,Putnam,97.2,97.0,357.9285146736292,97.2,27.08,0.1036,0.3039,107.428,50161.0,0.0,39020.0,6.65,low
049379,Putnam,96.1,96.6,344.2037956086015,96.6,22.3,0.2345,0.3694,102.760,49227.0,0.0,33980.0,6.65,low
049387,Putnam,97.0,97.0,534.683200698514,97.0,28.4,0.1507,0.355,107.573,51962.0,0.0,37714.0,6.65,low
049395,Putnam,96.1,96.1,435.4271394390081,96.2,28.06,0.2929,0.4054,104.686,49629.0,0.0,35486.0,6.65,low
049411,Richland,95.0,95.9,248.30727524131032,95.6,29.7,0.4064,0.2442,100.007,45561.0,0.0,32200.0,17.74,med
049429,Richland,95.4,95.4,358.0400142420679,95.7,24.61,0.4196,0.2037,101.521,43976.0,2.1084491298570702,33667.0,17.74,med
049437,Richland,95.6,95.6,312.74266751560054,95.8,40.39,0.2726,0.4647,104.898,56841.0,0.0,35062.0,17.74,med
049445,Richland,95.9,96.2,348.8226643446329,96.1,40.14,0.3116,0.4405,98.600,48982.0,0.0,34180.0,17.74,med
049452,Richland,94.7,95.0,161.2501865374627,94.7,48.61,0.6187,0.309,98.314,37389.0,342.2518408600275,26404.0,17.74,med
049460,Richland,95.4,95.5,376.64319926264113,95.4,29.7,0.5366,0.2641,101.448,39206.0,0.0,28232.0,17.74,med
049478,Richland,95.4,95.6,323.26732136345197,95.5,40.48,0.3448,0.5146,98.575,55627.0,0.0,33828.0,17.74,med
049494,Ross,95.0,95.4,189.50899554295955,95.2,24.98,0.4393,0.1987,91.820,44865.0,0.0,33334.0,25.74,high
049502,Ross,93.5,94.0,190.4993778267901,94.2,23.15,0.6672,0.0824,95.263,37706.0,0.0,26891.0,25.74,high
049510,Ross,93.7,93.7,193.07873449672647,94.2,23.11,0.5698,0.1475,90.983,42419.0,0.0,30082.0,25.74,high
049528,Ross,93.8,95.2,255.66249004919027,94.7,26.4,0.5074,0.1414,98.704,41213.0,0.0,30957.0,25.74,high
049536,Ross,93.8,94.0,122.02240708671616,94.1,23.11,0.5235,0.2195,97.102,49862.0,0.0,32018.0,25.74,high
049544,Ross,94.4,95.0,246.4736516674776,94.7,25.54,0.4671,0.2857,95.269,50789.0,0.0,35912.0,25.74,high
049569,Sandusky,95.6,94.9,226.83950153703816,95.3,26.1,0.3187,0.3958,97.495,42569.0,0.0,31206.0,14.34,med
049577,Sandusky,95.8,95.2,353.1933612513074,95.4,37.9,0.2532,0.4167,102.384,52719.0,5.769491992771936,38411.0,14.34,med
049593,Scioto,94.2,94.5,143.90367631397956,94.6,22.15,0.5346,0.109,100.463,42153.0,0.0,29908.0,29.13,high
049601,Scioto,94.0,93.9,172.70255540879506,93.8,23.08,0.5736,0.1586,95.755,43713.0,0.0,29824.0,29.13,high
049619,Scioto,94.3,93.6,200.5667242739798,94.1,32.31,0.5998,0.2118,94.334,46398.0,16.927588371171623,32376.0,29.13,high
049627,Scioto,94.6,94.7,156.37966326722642,94.6,22.17,0.4911,0.1161,97.467,46745.0,0.0,31808.0,29.13,high
049635,Scioto,94.1,94.1,129.30217642998005,94.3,22.3,0.7059,0.1008,93.169,41348.0,0.0,27814.0,29.13,high
049643,Scioto,94.2,94.8,170.4199356201946,94.7,23.44,0.6588,0.1117,96.724,47688.0,0.0,31600.0,29.13,high
049650,Scioto,94.5,94.7,149.70372220319854,94.5,24.16,0.6038,0.0851,94.622,41191.0,0.0,26917.0,29.13,high
049668,Scioto,94.4,94.4,232.8522467812826,94.3,22.15,0.4064,0.1991,102.083,51579.0,0.0,32508.0,29.13,high
049684,Seneca,95.6,95.9,275.5684482309174,95.6,22.01,0.3932,0.3459,97.264,43549.0,0.0,34181.0,12.74,med
049692,Seneca,95.6,95.5,159.83123586211275,96.2,24.87,0.6148,0.2913,90.000,38721.0,0.0,28079.0,12.74,med
049700,Seneca,96.2,96.2,399.1868355232884,96.5,27.12,0.3143,0.3462,102.981,46670.0,0.0,32909.0,12.74,med
049718,Seneca,96.8,97.1,415.49729978703203,97.0,28.39,0.2659,0.3453,103.258,44597.0,0.0,32817.0,12.74,med
049726,Seneca,96.6,96.6,269.1944917093731,96.6,45.9,0.314,0.3257,103.439,47130.0,0.0,35041.0,12.74,med
049759,Shelby,96.8,97.0,369.50487528953386,97.0,26.9,0.1356,0.4007,106.307,53728.0,0.0,40547.0,14.47,med
049767,Shelby,96.2,96.3,362.8825564138177,96.0,24.53,0.2108,0.2755,108.127,49047.0,0.0,35530.0,14.47,med
049775,Shelby,95.1,95.6,233.140737267571,95.6,27.64,0.3607,0.2382,99.376,45173.0,0.0,35321.0,14.47,med
049783,Shelby,97.7,97.6,444.760215834501,97.7,27.6,0.0802,0.4137,109.222,56590.0,0.0,37829.0,14.47,med
049791,Shelby,96.4,96.2,190.70529187032986,95.9,23.66,0.3681,0.2725,99.050,44128.0,0.0,32372.0,14.47,med
049809,Shelby,95.9,96.0,210.55783198109995,95.8,32.12,0.3485,0.3266,103.201,46450.0,0.0,35599.0,14.47,med
049817,Shelby,97.6,97.2,336.6419404969146,97.5,33.72,0.0782,0.299,109.181,58331.0,0.0,36305.0,14.47,med
049833,Stark,94.6,94.3,286.9926268664324,95.0,33.53,0.5485,0.3068,96.562,40425.0,5.714539513574738,28373.0,14.48,med
049841,Stark,95.1,95.1,229.2825328441153,95.0,35.33,0.4365,0.3163,100.857,41314.0,0.0,29839.0,14.48,med
049858,Stark,96.4,96.5,212.02892211365932,96.5,35.52,0.1695,0.6715,108.624,80959.0,6.219771129795689,40120.0,14.48,med
049866,Stark,95.6,95.7,60.17176822838646,95.7,39.14,0.1871,0.4107,107.278,57553.0,0.0,38241.0,14.48,med
